year,round,stage,fixture_id,fixture_date,team_name,team_id,opponent_name,opponent_id,team_win,team_home,fixture_length,fixture_location,opponent_rank_prev,division,team_rank_prev,team_rank,rank_diff,team_rank_diff,team_better,team_max_stage,next_fixture_date,next_opponent_name,next_fixture_days,next_team_win,next_team_points,distance,best_match,match_ratio,league,team_name_fin,team_size,mean_age,foreigners,mean_value,total_value,extra_time
2018,2nd Round,5,57473,2018-10-30 19:45:00+00:00,Hamburger SV,175,SV Wehen,1319,1,0,90,Brita Arena,39.0,1.0,17.0,22.0,22.0,5.0,1,6,2018-11-05 19:30:00+00:00,1.FC Köln,5,1.0,3,343,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,39.0,23.2,22.0,2.23,86.85,0
2018,3rd Round,4,57511,2019-02-05 17:30:00+00:00,Hamburger SV,175,FC Nurnberg,171,1,1,90,Volksparkstadion,20.0,1.0,17.0,22.0,3.0,5.0,0,6,2019-02-11 19:30:00+00:00,Dynamo Dresden,6,1.0,3,0,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,39.0,23.2,22.0,2.23,86.85,0
2018,Quarter-finals,3,107271,2019-04-02 16:30:00+00:00,Hamburger SV,175,SC Paderborn 07,185,1,0,90,Benteler-Arena,37.0,1.0,17.0,22.0,20.0,5.0,1,6,2019-04-08 18:30:00+00:00,FC Magdeburg,6,0.0,0,457,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,39.0,23.2,22.0,2.23,86.85,0
2018,Semi-finals,2,108265,2019-04-23 18:45:00+00:00,Hamburger SV,175,RB Leipzig,173,0,1,90,Volksparkstadion,6.0,1.0,17.0,22.0,-11.0,5.0,0,6,2019-04-28 11:30:00+00:00,Union Berlin,4,0.0,0,0,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,39.0,23.2,22.0,2.23,86.85,0
2019,1st Round,6,169047,2019-08-11 16:30:00+00:00,Hamburger SV,175,Chemnitzer FC,1328,1,0,120,Stadion Chemnitz,80.0,2.0,22.0,22.0,58.0,0.0,1,6,2019-08-16 16:30:00+00:00,Vfl Bochum,5,1.0,3,357,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,33.0,24.9,18.0,1.51,49.9,1
2019,2nd Round,5,238931,2019-10-29 17:30:00+00:00,Hamburger SV,175,VfB Stuttgart,172,0,1,120,Volksparkstadion,16.0,2.0,22.0,22.0,-6.0,0.0,0,6,2019-11-03 12:30:00+00:00,SV Wehen,4,,1,0,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,33.0,24.9,18.0,1.51,49.9,1
2020,1st Round,6,574017,2020-09-14 16:30:00+00:00,Hamburger SV,175,Dynamo Dresden,183,0,0,90,Rudolf-Harbig-Stadion,36.0,2.0,22.0,22.0,14.0,0.0,1,6,2020-09-18 16:30:00+00:00,Fortuna Dusseldorf,4,1.0,3,336,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,31.0,25.2,11.0,1.15,35.6,0
2021,1st Round,6,723337,2021-08-08 16:30:00+00:00,Hamburger SV,175,Eintracht Braunschweig,744,1,0,90,Eintracht-Stadion,35.0,2.0,22.0,21.0,13.0,-1.0,1,6,2021-08-13 16:30:00+00:00,FC St. Pauli,5,0.0,0,466,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,35.0,24.0,13.0,1.25,43.73,0
2021,2nd Round,5,788047,2021-10-26 18:45:00+00:00,Hamburger SV,175,FC Nurnberg,171,1,0,120,Max-Morlock-Stadion,29.0,2.0,22.0,21.0,7.0,-1.0,1,6,2021-10-30 18:30:00+00:00,Holstein Kiel,3,,1,151,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,35.0,24.0,13.0,1.25,43.73,1
2021,Round of 16,4,810123,2022-01-18 17:30:00+00:00,Hamburger SV,175,1.FC Köln,192,1,0,120,RheinEnergieStadion,16.0,2.0,22.0,21.0,-6.0,-1.0,0,6,2022-01-21 17:30:00+00:00,FC St. Pauli,3,1.0,3,476,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,35.0,24.0,13.0,1.25,43.73,1
2021,Quarter-finals,3,832028,2022-03-02 17:30:00+00:00,Hamburger SV,175,Karlsruher SC,785,1,1,120,Volksparkstadion,24.0,2.0,22.0,21.0,2.0,-1.0,1,6,2022-03-05 19:30:00+00:00,FC Nurnberg,3,0.0,0,0,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,35.0,24.0,13.0,1.25,43.73,1
2021,Semi-finals,2,847641,2022-04-19 18:45:00+00:00,Hamburger SV,175,SC Freiburg,160,0,1,90,Volksparkstadion,10.0,2.0,22.0,21.0,-12.0,-1.0,0,6,2022-04-23 11:30:00+00:00,Jahn Regensburg,3,1.0,3,0,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,35.0,24.0,13.0,1.25,43.73,0
2022,1st Round,6,864341,2022-07-30 13:31:00+00:00,Hamburger SV,175,Bayreuth,9325,1,0,120,Hans-Walter-Wild-Stadion,80.0,2.0,21.0,21.0,59.0,0.0,1,6,2022-08-06 11:00:00+00:00,FC Heidenheim,6,1.0,3,196,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,36.0,23.8,16.0,1.08,38.78,1
2022,2nd Round,5,958525,2022-10-18 16:00:00+00:00,Hamburger SV,175,RB Leipzig,173,0,0,90,Red Bull Arena,4.0,2.0,21.0,21.0,-17.0,0.0,0,6,2022-10-23 11:30:00+00:00,FC Magdeburg,4,0.0,0,350,Hamburger SV,1.0,Bundesliga_2,Hamburger SV,36.0,23.8,16.0,1.08,38.78,0
2012,1st Round,6,559997,2012-08-20 18:30:00+00:00,Jahn Regensburg,177,Bayern Munich,157,0,1,90,Städtisches Jahnstadion,2.0,3.0,39.0,36.0,-37.0,-3.0,0,6,2012-08-24 16:00:00+00:00,Hertha Berlin,3,0.0,0,0,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,33.0,25.2,10.0,0.295,9.73,0
2013,1st Round,6,559932,2013-08-05 16:30:00+00:00,Jahn Regensburg,177,Union Berlin,182,0,1,90,Städtisches Jahnstadion,25.0,2.0,36.0,47.0,-11.0,11.0,0,6,2013-08-10 12:00:00+00:00,MSV Duisburg,4,0.0,0,0,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_3,SSV Jahn Regensburg,26.0,24.1,6.0,0.223,5.8,0
2016,1st Round,6,57385,2016-08-21 16:30:00+00:00,Jahn Regensburg,177,Hertha Berlin,159,0,1,120,Continental Arena,7.0,,80.0,39.0,-73.0,-41.0,0,6,2016-08-27 12:00:00+00:00,VfR Aalen,5,0.0,0,0,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_3,SSV Jahn Regensburg,32.0,24.5,5.0,0.22,7.03,1
2017,1st Round,6,57448,2017-08-12 16:30:00+00:00,Jahn Regensburg,177,SV Darmstadt 98,181,1,1,90,Continental Arena,18.0,3.0,39.0,24.0,-21.0,-15.0,0,6,2017-08-20 11:30:00+00:00,FC Ingolstadt 04,7,1.0,3,0,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,28.0,25.8,5.0,0.443,12.4,0
2017,2nd Round,5,57414,2017-10-25 18:45:00+00:00,Jahn Regensburg,177,FC Heidenheim,180,0,1,90,Continental Arena,24.0,3.0,39.0,24.0,-15.0,-15.0,0,6,2017-10-28 11:00:00+00:00,FC Kaiserslautern,2,1.0,3,0,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,28.0,25.8,5.0,0.443,12.4,0
2018,1st Round,6,57486,2018-08-19 13:30:00+00:00,Jahn Regensburg,177,BSG Chemie Leipzig,1651,0,0,90,Alfred-Kunze-Sportpark,80.0,2.0,24.0,26.0,56.0,2.0,1,6,2018-08-26 11:30:00+00:00,Holstein Kiel,6,,1,261,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,29.0,26.7,7.0,0.543,15.75,0
2019,1st Round,6,169059,2019-08-11 13:30:00+00:00,Jahn Regensburg,177,FC Saarbrucken,1639,0,0,90,Hermann-Neuberger-Stadion,80.0,2.0,26.0,30.0,54.0,4.0,1,6,2019-08-18 11:30:00+00:00,SpVgg Greuther Furth,6,0.0,0,372,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,29.0,26.4,3.0,0.408,11.83,0
2020,1st Round,6,609076,2020-09-13 13:30:00+00:00,Jahn Regensburg,177,FC Kaiserslautern,745,1,0,120,Fritz-Walter-Stadion,46.0,2.0,30.0,32.0,16.0,2.0,1,6,2020-09-18 16:30:00+00:00,FC Nurnberg,5,,1,317,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,30.0,25.6,5.0,0.433,12.98,1
2020,2nd Round,5,646343,2020-12-23 19:45:00+00:00,Jahn Regensburg,177,SV Wehen,1319,1,0,120,BRITA-Arena,35.0,2.0,30.0,32.0,5.0,2.0,1,6,2021-01-03 12:30:00+00:00,Hamburger SV,10,0.0,0,301,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,30.0,25.6,5.0,0.433,12.98,1
2020,Round of 16,4,655485,2021-02-03 19:45:00+00:00,Jahn Regensburg,177,1.FC Köln,192,1,1,120,Jahnstadion Regensburg,14.0,2.0,30.0,32.0,-16.0,2.0,0,6,2021-02-07 12:30:00+00:00,Karlsruher SC,3,,1,0,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,30.0,25.6,5.0,0.433,12.98,1
2020,Quarter-finals,3,675016,2021-04-07 16:30:00+00:00,Jahn Regensburg,177,Werder Bremen,162,0,1,90,Jahnstadion Regensburg,16.0,2.0,30.0,32.0,-14.0,2.0,0,6,2021-04-14 16:30:00+00:00,VfL Osnabruck,7,1.0,3,0,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,30.0,25.6,5.0,0.433,12.98,0
2021,1st Round,6,723360,2021-08-08 13:30:00+00:00,Jahn Regensburg,177,TuS RW Koblenz,1657,1,0,90,Stadion Oberwerth,80.0,2.0,32.0,33.0,48.0,1.0,1,6,2021-08-14 11:30:00+00:00,Holstein Kiel,5,1.0,3,357,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,30.0,26.0,6.0,0.559,16.78,0
2021,2nd Round,5,788046,2021-10-27 18:45:00+00:00,Jahn Regensburg,177,Hansa Rostock,1321,0,1,120,Jahnstadion Regensburg,38.0,2.0,32.0,33.0,6.0,1.0,1,6,2021-10-31 12:30:00+00:00,FC Ingolstadt 04,3,1.0,3,0,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,30.0,26.0,6.0,0.559,16.78,1
2022,1st Round,6,864317,2022-07-30 13:31:00+00:00,Jahn Regensburg,177,1.FC Köln,192,1,1,120,Jahnstadion Regensburg,7.0,2.0,33.0,35.0,-26.0,2.0,0,6,2022-08-06 11:00:00+00:00,FC Nurnberg,6,,1,0,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,31.0,25.7,8.0,0.46,14.28,1
2022,2nd Round,5,958532,2022-10-19 18:45:00+00:00,Jahn Regensburg,177,Fortuna Dusseldorf,158,0,1,90,Jahnstadion Regensburg,28.0,2.0,33.0,35.0,-5.0,2.0,0,6,2022-10-22 11:00:00+00:00,SV Sandhausen,2,1.0,3,0,SSV Jahn Regensburg,0.8823529411764706,Bundesliga_2,SSV Jahn Regensburg,31.0,25.7,8.0,0.46,14.28,0
2012,1st Round,6,559980,2012-08-18 18:30:00+00:00,SpVgg Greuther Furth,178,Kickers Offenbach,1628,0,0,90,Sparda-Bank-Hessen-Stadion,44.0,2.0,19.0,18.0,25.0,-1.0,1,6,2012-08-25 13:30:00+00:00,Bayern Munich,6,0.0,0,174,SpVgg Greuther Fürth,0.95,Bundesliga,SpVgg Greuther Fürth,37.0,24.8,18.0,0.901,33.33,0
2013,1st Round,6,559918,2013-08-04 12:30:00+00:00,SpVgg Greuther Furth,178,Pfeddersheim,13938,1,0,90,EWR-Arena,80.0,1.0,18.0,21.0,62.0,3.0,1,6,2013-08-12 18:15:00+00:00,FC Kaiserslautern,8,1.0,3,197,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,28.0,24.3,12.0,0.78,21.85,0
2013,2nd Round,5,559892,2013-09-24 18:30:00+00:00,SpVgg Greuther Furth,178,Hamburger SV,175,0,0,90,Imtech Arena,7.0,1.0,18.0,21.0,-11.0,3.0,0,6,2013-09-30 18:15:00+00:00,Dynamo Dresden,5,1.0,3,162,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,28.0,24.3,12.0,0.78,21.85,0
2014,1st Round,6,559850,2014-08-16 13:30:00+00:00,SpVgg Greuther Furth,178,Waldkirch,13936,1,0,90,Kaiserstuhlstadion,80.0,2.0,21.0,32.0,59.0,11.0,1,6,2014-08-24 11:30:00+00:00,FC Ingolstadt 04,7,0.0,0,272,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,40.0,24.0,18.0,0.672,26.88,0
2014,2nd Round,5,559830,2014-10-28 19:30:00+00:00,SpVgg Greuther Furth,178,FC Kaiserslautern,745,0,0,90,Fritz-Walter-Stadion,22.0,2.0,21.0,32.0,1.0,11.0,0,6,2014-10-31 17:30:00+00:00,Union Berlin,2,1.0,3,234,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,40.0,24.0,18.0,0.672,26.88,0
2015,1st Round,6,559786,2015-08-08 13:30:00+00:00,SpVgg Greuther Furth,178,Erzgebirge AUE,190,0,0,90,Sparkassen-Erzgebirgsstadion,35.0,2.0,32.0,27.0,3.0,-5.0,1,6,2015-08-16 11:30:00+00:00,FC St. Pauli,7,0.0,0,173,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,36.0,24.6,13.0,0.444,16.0,0
2016,1st Round,6,57388,2016-08-21 13:30:00+00:00,SpVgg Greuther Furth,178,Eintracht Norderstedt,1631,1,0,90,Edmund-Plambeck-Stadion,80.0,2.0,27.0,26.0,53.0,-1.0,1,6,2016-08-27 11:00:00+00:00,Erzgebirge AUE,5,1.0,3,470,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,38.0,24.8,19.0,0.464,17.65,0
2016,2nd Round,5,57371,2016-10-26 16:30:00+00:00,SpVgg Greuther Furth,178,FSV Mainz 05,164,1,1,90,Sportpark Ronhof Thomas Sommer,6.0,2.0,27.0,26.0,-21.0,-1.0,0,6,2016-10-29 11:00:00+00:00,FC Kaiserslautern,2,0.0,0,0,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,38.0,24.8,19.0,0.464,17.65,0
2016,3rd Round,4,57361,2017-02-07 19:45:00+00:00,SpVgg Greuther Furth,178,Borussia Monchengladbach,163,0,1,90,Sportpark Ronhof Thomas Sommer,4.0,2.0,27.0,26.0,-23.0,-1.0,0,6,2017-02-10 17:30:00+00:00,Erzgebirge AUE,2,,1,0,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,38.0,24.8,19.0,0.464,17.65,0
2017,1st Round,6,57443,2017-08-13 13:30:00+00:00,SpVgg Greuther Furth,178,Sv Morlautern,1641,1,0,90,Sportpark Husterhohe,80.0,2.0,26.0,34.0,54.0,8.0,1,6,2017-08-20 11:30:00+00:00,Holstein Kiel,6,0.0,0,234,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,35.0,25.0,18.0,0.476,16.65,0
2017,2nd Round,5,57425,2017-10-24 18:45:00+00:00,SpVgg Greuther Furth,178,FC Ingolstadt 04,184,0,1,90,Sportpark Ronhof Thomas Sommer,17.0,2.0,26.0,34.0,-9.0,8.0,0,6,2017-10-28 11:00:00+00:00,SV Sandhausen,3,1.0,3,0,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,35.0,25.0,18.0,0.476,16.65,0
2018,1st Round,6,57478,2018-08-20 18:45:00+00:00,SpVgg Greuther Furth,178,Borussia Dortmund,165,0,1,120,Sportpark Ronhof Thomas Sommer,4.0,2.0,34.0,31.0,-30.0,-3.0,0,6,2018-08-25 11:00:00+00:00,SC Paderborn 07,4,,1,0,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,29.0,24.3,9.0,0.511,14.83,1
2019,1st Round,6,169055,2019-08-11 16:30:00+00:00,SpVgg Greuther Furth,178,MSV Duisburg,187,0,0,90,Schauinsland-Reisen-Arena,36.0,2.0,31.0,27.0,5.0,-4.0,1,6,2019-08-18 11:30:00+00:00,Jahn Regensburg,6,1.0,3,367,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,31.0,23.9,9.0,0.452,14.03,0
2020,1st Round,6,609070,2020-09-12 13:30:00+00:00,SpVgg Greuther Furth,178,Meinerzhagen,12814,1,0,120,Sportpark Ronhof Thomas Sommer,80.0,2.0,27.0,20.0,53.0,-7.0,1,6,2020-09-20 11:30:00+00:00,VfL Osnabruck,7,,1,298,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,27.0,23.7,12.0,1.13,30.53,1
2020,2nd Round,5,646339,2020-12-22 17:30:00+00:00,SpVgg Greuther Furth,178,1899 Hoffenheim,167,1,0,120,PreZero Arena,6.0,2.0,27.0,20.0,-21.0,-7.0,0,6,2021-01-03 12:30:00+00:00,FC St. Pauli,11,1.0,3,159,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,27.0,23.7,12.0,1.13,30.53,1
2020,Round of 16,4,655486,2021-02-02 19:45:00+00:00,SpVgg Greuther Furth,178,Werder Bremen,162,0,0,90,wohninvest WESERSTADION,16.0,2.0,27.0,20.0,-11.0,-7.0,0,6,2021-02-07 12:30:00+00:00,FC Wurzburger Kickers,4,1.0,3,424,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,27.0,23.7,12.0,1.13,30.53,0
2021,1st Round,6,723344,2021-08-07 16:30:00+00:00,SpVgg Greuther Furth,178,SV Babelsberg 03,1622,0,0,120,Karl-Liebknecht-Stadion,80.0,2.0,20.0,18.0,60.0,-2.0,1,6,2021-08-14 13:30:00+00:00,VfB Stuttgart,6,0.0,0,354,SpVgg Greuther Fürth,0.95,Bundesliga,SpVgg Greuther Fürth,34.0,24.6,15.0,1.09,36.95,1
2022,1st Round,6,864346,2022-07-30 16:01:00+00:00,SpVgg Greuther Furth,178,Stuttgarter Kickers,12868,0,0,90,GAZİ-Stadion auf der Waldau,80.0,1.0,18.0,30.0,62.0,12.0,1,6,2022-08-05 16:30:00+00:00,Karlsruher SC,6,,1,158,SpVgg Greuther Fürth,0.95,Bundesliga_2,SpVgg Greuther Fürth,34.0,23.8,15.0,0.694,23.6,0
2013,1st Round,6,559912,2013-08-03 13:30:00+00:00,FC Magdeburg,179,Energie Cottbus,1320,0,1,90,MDCC-Arena,26.0,,80.0,80.0,-54.0,0.0,0,6,2015-07-24 18:30:00+00:00,Rot-weiss Erfurt,720,1.0,3,0,1.FC Magdeburg,0.9230769230769231,,,,,,,,0
2014,1st Round,6,559866,2014-08-17 16:30:00+00:00,FC Magdeburg,179,FC Augsburg,170,1,1,90,MDCC-Arena,8.0,,80.0,80.0,-72.0,0.0,0,6,2015-07-24 18:30:00+00:00,Rot-weiss Erfurt,341,1.0,3,0,1.FC Magdeburg,0.9230769230769231,,,,,,,,0
2014,2nd Round,5,559832,2014-10-29 18:00:00+00:00,FC Magdeburg,179,Bayer Leverkusen,168,0,1,120,MDCC-Arena,4.0,,80.0,80.0,-76.0,0.0,0,6,2015-07-24 18:30:00+00:00,Rot-weiss Erfurt,268,1.0,3,0,1.FC Magdeburg,0.9230769230769231,,,,,,,,1
2016,1st Round,6,57390,2016-08-21 13:30:00+00:00,FC Magdeburg,179,Eintracht Frankfurt,169,0,1,120,MDCC-Arena,16.0,3.0,40.0,40.0,-24.0,0.0,0,6,2016-08-26 16:30:00+00:00,MSV Duisburg,5,0.0,0,0,1.FC Magdeburg,0.9230769230769231,Bundesliga_3,1.FC Magdeburg,31.0,25.5,5.0,0.214,6.63,1
2017,1st Round,6,57435,2017-08-13 16:30:00+00:00,FC Magdeburg,179,FC Augsburg,170,1,1,90,MDCC-Arena,13.0,3.0,40.0,38.0,-27.0,-2.0,0,6,2017-08-19 12:00:00+00:00,Preussen Munster,5,1.0,3,0,1.FC Magdeburg,0.9230769230769231,Bundesliga_3,1.FC Magdeburg,27.0,26.3,2.0,0.278,7.5,0
2017,2nd Round,5,57422,2017-10-24 18:45:00+00:00,FC Magdeburg,179,Borussia Dortmund,165,0,1,90,MDCC-Arena,3.0,3.0,40.0,38.0,-37.0,-2.0,0,6,2017-10-29 13:00:00+00:00,Karlsruher SC,4,0.0,0,0,1.FC Magdeburg,0.9230769230769231,Bundesliga_3,1.FC Magdeburg,27.0,26.3,2.0,0.278,7.5,0
2018,1st Round,6,57507,2018-08-17 18:45:00+00:00,FC Magdeburg,179,SV Darmstadt 98,181,0,1,90,MDCC-Arena,35.0,3.0,38.0,35.0,-3.0,-3.0,0,6,2018-08-25 11:00:00+00:00,FC Ingolstadt 04,7,,1,0,1.FC Magdeburg,0.9230769230769231,Bundesliga_2,1.FC Magdeburg,32.0,25.8,8.0,0.395,12.65,0
2019,1st Round,6,169068,2019-08-10 13:30:00+00:00,FC Magdeburg,179,SC Freiburg,160,0,1,120,MDCC-Arena,13.0,2.0,35.0,50.0,-22.0,15.0,0,6,2019-08-16 17:00:00+00:00,Chemnitzer FC,6,,1,0,1.FC Magdeburg,0.9230769230769231,Bundesliga_3,1.FC Magdeburg,32.0,23.9,6.0,0.184,5.9,1
2020,1st Round,6,574018,2020-09-13 16:30:00+00:00,FC Magdeburg,179,SV Darmstadt 98,181,0,1,120,MDCC-Arena,23.0,3.0,50.0,47.0,-27.0,-3.0,0,6,2020-09-20 12:00:00+00:00,Hallescher FC,6,0.0,0,0,1.FC Magdeburg,0.9230769230769231,Bundesliga_3,1.FC Magdeburg,35.0,25.2,6.0,0.174,6.08,1
2021,1st Round,6,723365,2021-08-07 16:30:00+00:00,FC Magdeburg,179,FC St. Pauli,186,0,1,90,MDCC-Arena,28.0,3.0,47.0,37.0,-19.0,-10.0,0,6,2021-08-14 12:00:00+00:00,Havelse,6,1.0,3,0,1.FC Magdeburg,0.9230769230769231,Bundesliga_3,1.FC Magdeburg,35.0,23.9,8.0,0.256,8.98,0
2022,1st Round,6,864348,2022-08-01 18:46:00+00:00,FC Magdeburg,179,Eintracht Frankfurt,169,0,1,90,MDCC-Arena,11.0,3.0,37.0,29.0,-26.0,-8.0,0,6,2022-08-07 11:30:00+00:00,Holstein Kiel,5,0.0,0,0,1.FC Magdeburg,0.9230769230769231,Bundesliga_2,1.FC Magdeburg,36.0,25.3,14.0,0.486,17.5,0
2012,1st Round,6,559978,2012-08-18 16:00:00+00:00,FC Heidenheim,180,Vfl Bochum,176,0,1,90,Voith-Arena,29.0,3.0,40.0,41.0,-11.0,1.0,0,6,2012-08-25 12:15:00+00:00,Preussen Munster,6,,1,0,1.FC Heidenheim 1846,0.7878787878787878,Bundesliga_3,1.FC Heidenheim 1846,33.0,26.1,0.0,0.208,6.88,0
2013,1st Round,6,559904,2013-08-02 17:00:00+00:00,FC Heidenheim,180,TSV 1860 Munich,786,0,1,120,Voith-Arena,24.0,3.0,41.0,37.0,-17.0,-4.0,0,6,2013-08-10 12:00:00+00:00,Chemnitzer FC,7,1.0,3,0,1.FC Heidenheim 1846,0.7878787878787878,Bundesliga_3,1.FC Heidenheim 1846,29.0,26.8,1.0,0.267,7.75,1
2014,1st Round,6,559868,2014-08-18 16:30:00+00:00,FC Heidenheim,180,Union Berlin,182,1,1,90,Voith-Arena,27.0,3.0,37.0,26.0,-10.0,-11.0,1,6,2014-08-22 16:30:00+00:00,TSV 1860 Munich,4,,1,0,1.FC Heidenheim 1846,0.7878787878787878,Bundesliga_2,1.FC Heidenheim 1846,28.0,24.8,1.0,0.404,11.3,0
2014,2nd Round,5,559838,2014-10-29 19:30:00+00:00,FC Heidenheim,180,VfL Wolfsburg,161,0,0,90,VOLKSWAGEN ARENA,5.0,3.0,37.0,26.0,-32.0,-11.0,0,6,2014-11-01 12:00:00+00:00,SV Darmstadt 98,2,,1,422,1.FC Heidenheim 1846,0.7878787878787878,Bundesliga_2,1.FC Heidenheim 1846,28.0,24.8,1.0,0.404,11.3,0
2015,1st Round,6,559797,2015-08-09 14:00:00+00:00,FC Heidenheim,180,Pirmasens,9365,1,0,90,Sportpark Husterhöhe,80.0,2.0,26.0,29.0,54.0,3.0,1,6,2015-08-14 16:30:00+00:00,Fortuna Dusseldorf,5,1.0,3,195,1.FC Heidenheim 1846,0.7878787878787878,Bundesliga_2,1.FC Heidenheim 1846,28.0,25.4,4.0,0.488,13.65,0
2015,2nd Round,5,559770,2015-10-28 18:00:00+00:00,FC Heidenheim,180,SV Sandhausen,189,1,0,120,Hardtwaldstadion,30.0,2.0,26.0,29.0,4.0,3.0,1,6,2015-10-31 12:00:00+00:00,Union Berlin,2,0.0,0,132,1.FC Heidenheim 1846,0.7878787878787878,Bundesliga_2,1.FC Heidenheim 1846,28.0,25.4,4.0,0.488,13.65,1
2015,3rd Round,4,559755,2015-12-15 19:30:00+00:00,FC Heidenheim,180,Erzgebirge AUE,190,1,0,90,Sparkassen-Erzgebirgsstadion,35.0,2.0,26.0,29.0,9.0,3.0,1,6,2015-12-19 12:00:00+00:00,FC Nurnberg,3,0.0,0,284,1.FC Heidenheim 1846,0.7878787878787878,Bundesliga_2,1.FC Heidenheim 1846,28.0,25.4,4.0,0.488,13.65,0
2015,Quarter-finals,3,559748,2016-02-10 18:00:00+00:00,FC Heidenheim,180,Hertha Berlin,159,0,1,90,Voith-Arena,15.0,2.0,26.0,29.0,-11.0,3.0,0,6,2016-02-13 12:00:00+00:00,SV Sandhausen,2,,1,0,1.FC Heidenheim 1846,0.7878787878787878,Bundesliga_2,1.FC Heidenheim 1846,28.0,25.4,4.0,0.488,13.65,0
2016,1st Round,6,57386,2016-08-21 16:30:00+00:00,FC Heidenheim,180,SG Wattenscheid 09,1629,1,0,90,Lohrheidestadion,80.0,2.0,29.0,24.0,51.0,-5.0,1,6,2016-08-26 16:30:00+00:00,FC Wurzburger Kickers,5,0.0,0,380,1.FC Heidenheim 1846,0.7878787878787878,Bundesliga_2,1.FC Heidenheim 1846,28.0,24.4,8.0,0.533,14.93,0
2016,2nd Round,5,57369,2016-10-26 16:30:00+00:00,FC Heidenheim,180,VfL Wolfsburg,161,0,1,90,Voith-Arena,8.0,2.0,29.0,24.0,-21.0,-5.0,0,6,2016-10-30 12:30:00+00:00,Vfl Bochum,3,0.0,0,0,1.FC Heidenheim 1846,0.7878787878787878,Bundesliga_2,1.FC Heidenheim 1846,28.0,24.4,8.0,0.533,14.93,0
2017,1st Round,6,57455,2017-08-12 13:30:00+00:00,FC Heidenheim,180,SpVgg Unterhaching,1314,1,0,90,Alpenbauer Sportpark,80.0,2.0,24.0,28.0,56.0,4.0,1,6,2017-08-19 11:00:00+00:00,MSV Duisburg,6,0.0,0,128,1.FC Heidenheim 1846,0.7878787878787878,Bundesliga_2,1.FC Heidenheim 1846,29.0,25.1,5.0,0.499,14.48,0
